Protein,MW,Length
PN96_RS06895,35.694199539999985,331
PN96_RS06900,38.651923739999965,342
PN96_RS06905,67.97984313999991,601
PN96_RS06910,23.141059840000015,205
PN96_RS06915,19.76562524000002,177
PN96_RS06920,29.07621574000001,266
PN96_RS06925,36.87842514,347
PN96_RS06930,22.11025584000001,203
PN96_RS06935,25.690838240000012,229
PN96_RS06940,47.64769563999994,459
PN96_RS06945,17.955495140000007,157
PN96_RS06950,22.61902594000003,205
PN96_RS06955,27.95177674,242
PN96_RS06960,19.095292040000007,171
PN96_RS06965,18.52656234000001,169
PN96_RS06970,6.709220740000003,61
PN96_RS06975,48.97682303999993,438
PN96_RS06980,23.403127440000006,208
PN96_RS06985,59.681717539999916,564
PN96_RS06990,181.19430174000024,1662
PN96_RS06995,20.558224339999995,183
PN96_RS07000,21.853902140000017,198
PN96_RS07005,81.72783864000012,743
PN96_RS07010,10.63667594,94
PN96_RS07015,16.756741440000006,146
PN96_RS07020,18.186307840000016,166
PN96_RS07025,16.154714340000012,148
PN96_RS07030,23.998952340000006,210
PN96_RS07035,9.869014140000004,92
PN96_RS07040,6.91667424,63
PN96_RS07045,71.56701944000004,656
PN96_RS07050,58.094554339999895,517
PN96_RS07055,19.10179454000001,175
PN96_RS07060,75.16896153999988,664
PN96_RS07065,20.988650440000004,189
PN96_RS07070,47.224452239999955,404
PN96_RS07075,6.939128740000001,61
PN96_RS07080,17.172849040000013,152
PN96_RS07085,10.32686664,93
PN96_RS07090,25.975058340000007,225
PN96_RS07095,16.123346340000012,145
PN96_RS07100,25.351916139999997,227
PN96_RS07105,23.443056540000015,206
PN96_RS07110,21.611986839999997,193
PN96_RS07115,27.799634540000024,243
PN96_RS07120,29.338662339999985,262
PN96_RS24305,4.81362094,43
PN96_RS07125,20.33623304000001,182
PN96_RS07130,8.46276754,77
PN96_RS07135,24.704145140000016,222
PN96_RS23665,16.319509740000022,142
PN96_RS07145,10.212523740000004,90
PN96_RS07150,9.149484840000005,80
PN96_RS07155,15.267258640000009,133
PN96_RS23880,5.835567140000001,52
PN96_RS07160,11.894475540000007,101
PN96_RS07165,19.476344040000022,169
PN96_RS07170,12.331591840000012,107
PN96_RS07175,39.36080913999995,347
PN96_RS07180,32.65038394000002,281
PN96_RS07185,46.19326943999993,398
PN96_RS07190,54.4156031399999,473
PN96_RS07195,13.592613040000014,124
PN96_RS07200,24.07691844000001,225
PN96_RS07205,31.908221040000004,295
PN96_RS07210,42.68242933999995,391
PN96_RS07215,24.800075240000005,216
PN96_RS07220,29.037288440000008,258
PN96_RS07225,11.207811040000005,98
PN96_RS07230,31.472090740000002,292
PN96_RS07235,36.94246574,331
PN96_RS07245,32.617109340000006,305
PN96_RS07250,61.91477143999991,543
PN96_RS07255,86.74983184000021,800
PN96_RS07260,36.92984273999996,327
PN96_RS07265,30.981297440000006,269
PN96_RS07270,13.383754240000005,117
PN96_RS07275,7.30391244,64
PN96_RS07280,20.578863840000007,183
PN96_RS07285,73.79382953999999,642
PN96_RS07290,37.57380573999997,328
PN96_RS07295,27.485365940000005,247
PN96_RS07300,26.97797104000001,235
PN96_RS07305,45.21362143999999,416
PN96_RS07310,37.02470094,332
PN96_RS07315,27.48912314,241
PN96_RS07320,36.96971283999999,328
PN96_RS07325,30.405720139999985,274
PN96_RS07330,33.034978540000004,300
PN96_RS07335,17.593128540000016,153
PN96_RS07340,112.57724844000043,1011
PN96_RS07345,25.38493554000002,226
PN96_RS07350,25.84970584000001,231
PN96_RS07355,23.661495040000023,222
PN96_RS07360,36.22986574,318
PN96_RS07365,7.197150939999999,61
PN96_RS07370,14.708858140000007,130
PN96_RS07375,41.02877243999993,367
PN96_RS07380,61.443198239999994,557
PN96_RS07385,14.342396840000008,125
PN96_RS07390,87.74338744000019,784
PN96_RS07395,62.16703663999986,562
PN96_RS07400,26.350890140000004,230
PN96_RS07405,48.85272733999989,456
PN96_RS07410,30.60111834000002,274
PN96_RS07415,45.76334333999993,411
PN96_RS07420,24.725816340000005,218
PN96_RS07425,34.45774694000001,319
PN96_RS07430,65.71107313999988,595
PN96_RS07435,63.245645239999845,573
PN96_RS07440,48.748311739999956,445
PN96_RS07445,40.47027893999995,367
PN96_RS07450,46.3130751399999,421
PN96_RS07455,72.69171153999996,646
PN96_RS07460,18.561859039999995,165
PN96_RS07465,19.71102584000001,181
PN96_RS07470,22.661009940000007,195
PN96_RS07475,34.716726040000026,306
PN96_RS07480,32.09990583999999,301
PN96_RS07485,19.702879340000013,170
PN96_RS07490,61.18215193999992,548
PN96_RS07495,31.548124840000003,284
PN96_RS07500,44.554314739999924,413
PN96_RS07505,10.030444840000001,89
PN96_RS07510,60.571365239999814,560
PN96_RS07515,43.99397803999995,400
PN96_RS07520,83.58480594000014,760
PN96_RS07525,23.558185240000014,208
PN96_RS07530,40.17711793999994,383
PN96_RS07535,42.366858439999916,373
PN96_RS07540,90.59014464000033,817
PN96_RS07545,24.73241214000002,223
PN96_RS07550,49.302680139999836,458
PN96_RS07555,53.67592963999988,480
PN96_RS07560,22.58373474000001,200
PN96_RS07565,22.01664564,203
PN96_RS07570,83.65425404000014,770
PN96_RS07575,36.526937740000015,328
PN96_RS07580,75.0132925400001,660
PN96_RS07585,24.505655839999996,219
PN96_RS07590,42.71586883999994,400
PN96_RS07595,26.57225324000001,233
PN96_RS07600,66.27259873999985,583
PN96_RS07605,16.47266244000001,144
PN96_RS07610,24.615338540000014,219
PN96_RS07615,50.59315903999997,449
PN96_RS07625,10.373005340000002,92
PN96_RS07630,61.45673793999993,567
PN96_RS07635,8.874115540000002,75
PN96_RS07640,9.639167940000004,82
PN96_RS07645,16.552007840000016,148
PN96_RS07650,42.30228643999995,381
PN96_RS07655,63.70388163999979,569
PN96_RS07660,23.91550044000001,215
PN96_RS07665,22.344992940000004,203
PN96_RS07670,16.158463240000014,158
PN96_RS07675,56.29934773999989,509
PN96_RS07680,60.92047103999986,553
PN96_RS07685,38.69274303999999,351
PN96_RS07690,34.786594839999985,310
PN96_RS07695,26.113868340000003,230
PN96_RS07700,48.148700039999866,456
PN96_RS07705,55.73187123999987,484
PN96_RS07710,44.414646439999956,401
PN96_RS07715,21.59135944000001,189
PN96_RS07720,114.59718274000039,1033
PN96_RS07725,39.914440239999955,361
PN96_RS07730,37.61170283999994,343
PN96_RS07735,14.682969140000015,129
PN96_RS07740,9.104545539999998,77
PN96_RS07745,25.366708740000014,223
PN96_RS07750,38.03821223999998,335
PN96_RS07755,60.6284197399999,539
PN96_RS07760,35.688219639999986,320
PN96_RS07765,31.87143834,295
PN96_RS07770,37.58788983999997,331
PN96_RS07775,29.499317940000022,262
PN96_RS07780,15.249988940000014,129
PN96_RS07785,32.98872784000001,301
PN96_RS07790,44.128337439999996,404
PN96_RS07795,66.13657373999992,579
PN96_RS07800,92.53891494000027,820
PN96_RS07805,44.300996239999954,394
PN96_RS07810,6.719948540000001,59
PN96_RS07815,28.970112040000018,267
PN96_RS24175,5.277017439999998,45
PN96_RS07820,30.88365233999999,286
PN96_RS07825,8.56371354,78
PN96_RS07830,30.178406640000006,275
PN96_RS07835,24.187607340000007,212
PN96_RS07840,21.754853140000016,192
PN96_RS07845,52.119732039999946,460
PN96_RS07850,18.124265840000024,164
PN96_RS07855,27.94088224000002,242
PN96_RS07860,46.63489203999998,404
PN96_RS07865,18.86799034000001,167
PN96_RS07870,23.324358340000018,211
PN96_RS07875,28.443383240000006,257
PN96_RS07880,26.435930040000006,245
PN96_RS07885,22.27669444000001,204
PN96_RS07890,39.76628613999997,357
PN96_RS07895,38.277900439999975,346
PN96_RS07900,45.832295839999965,430
PN96_RS07905,32.91629624,298
PN96_RS07910,35.67515894000001,317
PN96_RS07915,90.82508284000019,826
PN96_RS07920,56.373051939999904,533
PN96_RS07925,14.905762640000006,135
PN96_RS07930,48.413478339999955,434
PN96_RS07935,10.223656040000002,89
PN96_RS07940,42.18470453999994,374
PN96_RS07945,22.590230940000016,205
PN96_RS07950,51.54766273999987,456
PN96_RS07955,18.824926440000002,162
PN96_RS07960,22.614065240000006,198
PN96_RS07965,19.44701794000002,170
PN96_RS07970,47.63023283999996,418
PN96_RS07975,31.578126340000008,269
PN96_RS07980,49.11957043999997,430
PN96_RS07985,26.538601139999997,241
PN96_RS07990,16.159429140000018,139
PN96_RS07995,31.37757523999999,289
PN96_RS23895,6.1569015400000024,55
PN96_RS08000,24.572126540000006,227
PN96_RS08005,30.232180340000003,268
PN96_RS08010,41.53208993999998,383
PN96_RS08015,39.34400023999997,350
PN96_RS08020,47.28107093999992,425
PN96_RS08025,48.96053203999992,435
PN96_RS08030,49.95940273999998,449
PN96_RS08035,23.485466740000007,208
PN96_RS08040,112.58947234000051,1026
PN96_RS08045,18.804544940000017,164
PN96_RS08050,39.85399073999993,374
PN96_RS08055,45.45203573999998,397
PN96_RS08060,35.97424673999997,324
PN96_RS08065,29.004481640000012,254
PN96_RS08070,29.492794939999992,256
PN96_RS08075,33.81830253999998,318
PN96_RS08080,17.109946840000013,150
PN96_RS08085,113.71862074000049,1052
PN96_RS08090,40.303471539999975,379
PN96_RS08095,41.21310383999997,387
PN96_RS08100,20.150564040000013,179
PN96_RS08105,33.77960114000002,307
PN96_RS08110,22.826731340000006,206
PN96_RS08115,29.354106740000006,266
PN96_RS08120,41.03929113999998,384
PN96_RS08125,32.538190039999996,303
PN96_RS08130,61.12517713999996,550
PN96_RS08135,34.26564254,306
PN96_RS08140,84.4696434400003,796
PN96_RS08145,43.18907853999995,375
PN96_RS08150,22.66961574000001,203
PN96_RS08160,16.330187940000016,149
PN96_RS08165,90.50615534000003,808
PN96_RS08170,22.64777574,203
PN96_RS08175,15.266891040000013,137
PN96_RS08180,32.15349223999999,298
PN96_RS08185,42.99341643999995,387
PN96_RS08190,44.088646439999984,385
PN96_RS08195,17.376004040000026,153
PN96_RS08200,45.09497503999992,387
PN96_RS08205,21.131229739999988,189
PN96_RS08210,14.92177164000002,138
PN96_RS08215,38.42839763999998,347
PN96_RS08220,38.729570539999955,353
PN96_RS08225,28.316635839999996,251
PN96_RS08230,18.74296134,174
PN96_RS08235,49.67430973999995,450
PN96_RS08240,40.33289423999996,355
PN96_RS08245,15.834252740000009,147
PN96_RS08250,25.436527139999995,232
PN96_RS08255,15.868233640000016,139
PN96_RS08260,11.365530540000007,100
PN96_RS08265,4.1048265399999995,35
PN96_RS08270,41.84916083999997,378
PN96_RS08275,59.158840839999876,528
PN96_RS08280,37.22469803999996,334
PN96_RS08285,22.19270844000002,204
PN96_RS08290,18.486476439999997,173
PN96_RS08295,65.74600303999983,592
PN96_RS08300,33.17503743999999,288
PN96_RS08305,27.864835140000004,245
PN96_RS08310,37.06835284,323
PN96_RS08315,27.83259014000001,246
PN96_RS08320,55.047950439999795,501
PN96_RS08325,34.99139323999997,322
PN96_RS24180,5.70630104,50
PN96_RS08330,59.79648093999996,546
PN96_RS08335,55.64273453999986,496
PN96_RS08340,39.63521064000001,347
PN96_RS08345,169.71980844000132,1487
PN96_RS08350,27.311828040000005,241
PN96_RS08355,51.123437640000006,445
PN96_RS08360,30.14052094,263
PN96_RS08365,28.97601674,261
PN96_RS08370,26.819558340000007,236
PN96_RS08375,24.776105239999996,215
PN96_RS08380,37.66330283999992,334
PN96_RS08385,22.18946464,196
PN96_RS08390,25.028697640000004,230
PN96_RS08395,11.910643740000008,104
PN96_RS08400,31.083465640000018,267
PN96_RS08405,54.783327139999926,490
PN96_RS08410,45.65504313999989,405
PN96_RS08415,97.9425742400004,875
PN96_RS08420,9.617969340000004,82
PN96_RS08425,46.07450393999996,426
PN96_RS08430,17.517072240000015,158
PN96_RS08435,26.66634184000001,236
PN96_RS08440,27.581401440000008,233
PN96_RS08445,8.23663824,72
PN96_RS08450,83.53016114,756
PN96_RS08455,12.289942140000003,106
PN96_RS08460,7.918837339999999,72
PN96_RS08465,80.31423574000017,741
PN96_RS08470,26.565251739999987,233
PN96_RS08475,23.979134440000006,220
PN96_RS08480,35.48726143999999,332
PN96_RS08485,77.7498672400001,691
PN96_RS08490,27.88715553999999,261
PN96_RS08495,21.05431104000002,181
PN96_RS08500,6.007842039999997,55
PN96_RS08505,24.983111940000008,231
PN96_RS08510,16.144571240000023,142
PN96_RS08515,33.76769194000002,295
PN96_RS08525,31.257394339999987,268
PN96_RS08530,25.53419824,226
PN96_RS08535,27.09413394,246
PN96_RS08540,28.196107839999975,256
PN96_RS08545,28.178290540000003,256
PN96_RS08550,52.442546339999964,483
PN96_RS08555,55.64463223999988,515
PN96_RS08560,84.74696744000016,758
PN96_RS08565,36.19507373999997,325
PN96_RS08570,27.907761540000003,246
PN96_RS08575,25.763613540000012,222
PN96_RS08580,19.739405240000007,166
PN96_RS08585,74.04479203999995,644
PN96_RS08590,48.89116043999996,423
PN96_RS08595,61.1401775399999,519
PN96_RS08600,27.517286139999996,252
PN96_RS08605,6.745924640000002,59
PN96_RS08610,37.01233514000001,335
PN96_RS08615,64.52619253999994,582
PN96_RS08620,84.40232473999997,752
PN96_RS08625,19.24424474000002,169
PN96_RS08630,44.89056783999993,414
PN96_RS08635,25.49597044000001,235
PN96_RS08640,43.40280963999993,402
PN96_RS08645,21.54359574000001,189
PN96_RS08650,130.8827905400006,1153
PN96_RS08655,28.67228064,256
PN96_RS08660,20.48030234,182
PN96_RS08665,46.99204263999996,429
PN96_RS08670,20.736576740000018,179
PN96_RS08675,33.13002753999999,293
PN96_RS08680,21.738863240000004,196
PN96_RS08685,14.732600440000017,130
PN96_RS08690,51.80667753999993,465
PN96_RS08695,12.984043140000015,116
PN96_RS08700,72.59246504000004,663
PN96_RS08705,43.88986113999995,386
PN96_RS08710,26.91978914000001,252
PN96_RS08715,81.48326104000007,772
PN96_RS08720,15.463245540000017,139
PN96_RS08725,58.95632423999991,539
PN96_RS08730,11.982580440000003,107
PN96_RS08735,26.30112824,244
PN96_RS08740,27.737857940000005,246
PN96_RS08745,53.9172775399999,495
PN96_RS08750,19.96380504000001,180
PN96_RS08755,30.935832840000018,280
PN96_RS08760,34.37717123999999,305
PN96_RS08765,42.09069753999997,380
PN96_RS08770,40.992493339999946,369
PN96_RS08775,49.53053283999994,449
PN96_RS08780,50.343961139999905,443
PN96_RS08785,51.55939413999996,462
PN96_RS08790,47.04261863999995,425
PN96_RS08795,53.5922921399999,469
PN96_RS08800,34.76660824,302
PN96_RS08805,82.06058514000004,724
PN96_RS08810,18.954840640000015,162
PN96_RS08815,30.334760040000027,269
PN96_RS08825,19.33721193999999,183
PN96_RS08830,8.104307939999998,71
PN96_RS08835,20.311193540000005,188
PN96_RS08840,135.4168146400008,1181
PN96_RS08845,23.899482340000013,208
PN96_RS08850,39.197043639999976,345
PN96_RS08855,79.37585564000007,698
PN96_RS08860,46.74979843999994,403
PN96_RS08865,24.953235240000005,231
PN96_RS08870,15.973061540000009,140
PN96_RS08875,8.348338140000003,80
PN96_RS08880,24.13681414000001,208
PN96_RS08885,11.36709514,101
PN96_RS08890,40.55334063999998,355
PN96_RS08895,72.93459473999995,625
PN96_RS08900,24.649271040000016,207
PN96_RS08910,26.612304540000014,247
PN96_RS08915,11.154942740000001,100
PN96_RS08920,15.802037140000012,144
PN96_RS08925,32.62401904,286
PN96_RS08930,18.320252240000013,157
PN96_RS08935,40.482971639999946,364
PN96_RS08940,12.24578354,105
PN96_RS08945,112.69556344000053,1037
PN96_RS08950,39.423087139999936,364
PN96_RS08980,31.646891939999996,291
PN96_RS08985,22.40640704000001,196
PN96_RS08990,69.43997043999981,624
PN96_RS08995,32.654770140000004,310
PN96_RS09000,6.2673383399999985,59
PN96_RS09005,52.68566273999989,477
PN96_RS09010,36.39583293999998,329
PN96_RS09015,31.976212739999983,288
PN96_RS09020,29.464634940000018,264
PN96_RS09025,63.61189823999991,572
PN96_RS09030,48.93970283999995,435
PN96_RS09035,45.387396039999885,404
PN96_RS09040,22.087374240000003,194
PN96_RS09045,50.077926339999955,440
PN96_RS09050,23.57101484000001,207
PN96_RS09055,20.31906064000001,183
PN96_RS09060,10.182780040000006,94
PN96_RS09065,69.0781282399999,619
PN96_RS09070,9.44966544,90
PN96_RS09075,87.74320804000007,783
PN96_RS09080,46.66320573999994,426
PN96_RS09085,23.094484840000018,208
PN96_RS09090,48.293718939999934,434
PN96_RS24330,7.25379674,61
PN96_RS09100,67.88388323999989,602
PN96_RS09105,49.74793503999995,445
PN96_RS24250,7.3821859399999985,60
PN96_RS09115,48.24871403999985,453
PN96_RS09120,26.507719240000004,229
PN96_RS09125,37.27425353999998,332
PN96_RS09130,41.43651903999999,371
PN96_RS09135,31.59863474000001,285
PN96_RS09140,34.206543739999965,307
PN96_RS09145,45.16618403999996,415
PN96_RS09150,54.72340543999988,480
PN96_RS09155,27.476371240000017,241
PN96_RS09160,56.18061963999991,489
PN96_RS09165,108.72529394000048,997
PN96_RS09170,49.83318883999988,455
PN96_RS09175,24.080154939999996,220
PN96_RS09180,45.376317039999954,409
PN96_RS09185,48.74356403999994,437
PN96_RS09190,71.79414614000005,653
PN96_RS09195,27.193012740000004,242
PN96_RS09200,35.68478433999997,314
PN96_RS09205,147.365883440001,1315
PN96_RS09210,32.83049223999999,292
PN96_RS09215,58.65919233999984,534
PN96_RS09220,43.28511383999994,394
PN96_RS09225,41.802776739999985,365
PN96_RS09230,28.356603040000003,263
PN96_RS09240,30.80339654000001,286
PN96_RS09245,41.62833453999996,399
PN96_RS09250,35.598723139999976,315
PN96_RS09255,36.90692703999995,323
PN96_RS09260,10.795672540000004,94
PN96_RS09265,23.65197184000001,220
PN96_RS09270,29.527775039999998,270
PN96_RS09275,10.096588239999999,87
PN96_RS09280,42.549277339999946,372
PN96_RS09285,62.53417153999978,563
PN96_RS09290,31.610913340000025,284
PN96_RS09295,20.84086994000001,185
PN96_RS09300,11.161828340000003,101
PN96_RS09305,25.271510340000006,233
PN96_RS09310,70.87743163999998,636
PN96_RS09315,31.504025740000017,277
PN96_RS09320,58.22968393999995,540
PN96_RS09325,13.61768314000001,123
PN96_RS09330,22.202256940000012,197
PN96_RS09335,64.01379823999993,577
PN96_RS09340,16.08357794000002,142
PN96_RS09345,8.571809440000001,76
PN96_RS09350,82.87702924000013,758
PN96_RS09355,8.261928639999999,75
PN96_RS09360,126.01375234000069,1122
PN96_RS09365,32.39165783999999,293
PN96_RS09370,28.841067540000015,261
PN96_RS09375,27.689374440000005,261
PN96_RS09380,30.053503239999987,290
PN96_RS09385,41.51142293999993,388
PN96_RS09390,43.66321423999992,401
PN96_RS09395,106.16882024000024,941
PN96_RS09400,26.297304339999997,236
PN96_RS09405,64.1344912399999,588
PN96_RS09410,12.778230540000012,114
PN96_RS09415,14.15790464000001,130
PN96_RS09420,48.24805893999991,429
PN96_RS09425,27.93280354,252
PN96_RS09430,29.099851239999992,250
PN96_RS09435,59.33195423999987,548
PN96_RS09440,20.228226740000018,180
PN96_RS09445,28.51669794,255
PN96_RS09450,8.104769739999998,73
PN96_RS09455,19.841016640000014,177
PN96_RS09460,19.753816240000013,167
PN96_RS09465,16.801951440000014,149
PN96_RS09470,63.77814913999985,556
PN96_RS09475,54.34350833999985,523
PN96_RS09480,40.98864253999995,378
PN96_RS09485,43.77214523999993,404
PN96_RS09490,57.508800439999895,529
PN96_RS09495,62.2673212399999,554
PN96_RS09500,19.351375340000015,166
PN96_RS09505,50.00045553999991,462
PN96_RS09510,36.16371493999998,320
PN96_RS09515,23.26847324000001,214
PN96_RS09520,72.05194003999995,634
PN96_RS09525,32.958144040000015,291
PN96_RS09530,19.36205924000002,171
PN96_RS09535,26.403656540000004,251
PN96_RS09540,10.78427874,92
PN96_RS09545,20.125871940000014,181
PN96_RS09550,7.688248540000002,69
PN96_RS09555,14.935551840000018,133
PN96_RS09560,12.733434140000004,116
PN96_RS09565,28.543468439999998,263
PN96_RS09570,25.76399133999999,244
PN96_RS09575,34.20777723999999,305
PN96_RS09580,30.46091294000001,275
PN96_RS09590,31.396669140000014,284
PN96_RS09595,33.461778239999994,305
PN96_RS09600,17.405219340000006,153
PN96_RS24190,6.1673319399999995,57
PN96_RS09605,13.665336040000005,120
PN96_RS09610,50.58208843999997,465
PN96_RS09615,74.14334943999997,670
PN96_RS09620,34.80017443999998,313
PN96_RS09625,28.188651240000002,247
PN96_RS09630,34.17814743999997,322
PN96_RS09640,9.123367640000001,85
PN96_RS09645,63.289230839999895,574
PN96_RS09650,17.955510840000017,169
PN96_RS09660,40.719084039999984,384
PN96_RS09665,45.138116239999995,397
PN96_RS09670,71.15967203999992,646
PN96_RS09675,35.283185339999996,314
PN96_RS09680,37.905399339999974,363
PN96_RS09685,27.81175354,258
PN96_RS09690,27.893083540000024,262
PN96_RS09695,26.927426240000017,249
PN96_RS09700,47.82516563999992,443
PN96_RS09705,24.957080139999995,235
PN96_RS09710,14.833656340000006,137
PN96_RS09715,14.23594294000001,131
PN96_RS09720,30.939836439999997,275
PN96_RS09725,34.24859023999999,308
PN96_RS09730,26.966883240000026,248
PN96_RS09735,11.264594240000003,105
PN96_RS09740,15.565693540000018,141
PN96_RS09745,16.269706940000006,143
PN96_RS09750,23.69909274000001,212
PN96_RS09755,42.326342739999966,377
PN96_RS09765,19.678981940000018,168
PN96_RS09770,33.80846604000001,316
PN96_RS09775,53.40846873999991,475
PN96_RS09780,96.36298394000029,907
PN96_RS09785,16.411641340000013,149
PN96_RS09790,25.282692539999996,230
PN96_RS09795,32.64743614000001,293
PN96_RS09805,5.2092452399999996,46
PN96_RS09810,22.401666940000016,193
PN96_RS09815,40.407072639999974,358
PN96_RS09820,16.964816240000005,157
PN96_RS09825,62.359120739999845,560
PN96_RS09830,30.766423139999983,283
PN96_RS09835,31.277367640000005,269
PN96_RS09840,13.986056940000017,127
PN96_RS09845,31.39945673999999,286
PN96_RS09850,40.20897903999997,362
PN96_RS09855,45.814188839999986,418
PN96_RS09860,24.061674640000028,212
PN96_RS09865,31.903187440000004,290
PN96_RS09870,33.97887504,314
PN96_RS09875,21.498921640000013,196
PN96_RS09880,39.495065139999944,363
PN96_RS09995,43.59283753999995,391
PN96_RS10000,53.732358539999936,474
PN96_RS10005,41.116908839999994,365
PN96_RS10010,17.711914040000007,154
PN96_RS10015,33.975894839999995,299
PN96_RS10020,56.94051093999986,505
PN96_RS10025,17.537809440000018,156
PN96_RS10030,96.85655824000025,858
PN96_RS10035,20.526354040000008,180
PN96_RS10040,38.987125539999994,339
PN96_RS10045,11.863525840000008,105
PN96_RS10050,17.400243940000006,156
PN96_RS10055,72.90474714000001,641
PN96_RS10060,40.70997163999996,373
PN96_RS10065,29.909693240000017,268
PN96_RS10070,43.17934243999992,392
PN96_RS10075,10.271935140000002,92
PN96_RS10080,24.66401934000001,220
PN96_RS10085,36.420276339999994,321
PN96_RS10090,45.5006323399999,416
PN96_RS10095,22.042120540000017,201
PN96_RS10100,64.7585578399999,561
PN96_RS10105,50.76997463999989,474
PN96_RS10110,34.866670540000015,317
PN96_RS10115,20.494217440000003,183
PN96_RS10120,37.61936453999998,344
PN96_RS10125,23.504109740000022,225
PN96_RS10130,29.141067240000005,269
PN96_RS10135,29.69974004,258
PN96_RS10140,20.56107114000001,181
PN96_RS10145,32.27019394000001,281
PN96_RS10150,87.31636244000019,760
PN96_RS10155,59.98425393999994,521
PN96_RS10160,51.439831239999904,458
PN96_RS10165,29.19315553999999,260
PN96_RS10170,41.73245853999988,363
PN96_RS10175,14.474564240000019,132
PN96_RS10180,22.91215084000002,207
PN96_RS10185,34.60046083999999,306
PN96_RS10195,54.56848633999987,482
PN96_RS10200,35.43915013999999,315
PN96_RS10205,27.04780564,253
PN96_RS10210,8.83775004,80
PN96_RS10215,32.42798074000001,294
PN96_RS10220,67.63548543999993,621
PN96_RS10225,18.47511694000001,168
PN96_RS10230,34.434823240000014,321
PN96_RS10235,17.620198440000006,155
PN96_RS10240,16.43389784000001,156
PN96_RS10245,40.20069893999996,369
PN96_RS10250,23.740998440000023,217
PN96_RS10255,40.62158023999998,372
PN96_RS10260,17.100540840000004,149
PN96_RS10265,44.71914253999999,416
PN96_RS10270,40.13589063999996,379
PN96_RS10275,15.25209754000001,129
PN96_RS10280,46.873719339999965,415
PN96_RS10285,17.642177440000008,154
PN96_RS10290,44.84010113999992,429
PN96_RS10295,53.44577493999991,490
PN96_RS10300,19.423195640000014,179
PN96_RS10305,39.26902683999996,355
PN96_RS10310,16.345882240000016,146
PN96_RS10315,11.778034139999992,102
PN96_RS10320,51.928700139999904,486
PN96_RS10325,47.15053073999995,438
PN96_RS10330,141.13514104000092,1297
PN96_RS10335,61.665613739999934,547
PN96_RS24310,5.445590639999999,44
PN96_RS10340,19.647462040000015,177
PN96_RS10345,54.83589413999987,519
PN96_RS10350,14.91605124000001,136
PN96_RS10355,48.10591223999989,437
PN96_RS10360,22.570813540000024,205
PN96_RS10365,18.767384540000016,169
PN96_RS10370,15.558628440000014,144
PN96_RS10375,41.09120053999993,382
PN96_RS10380,68.89268593999994,636
PN96_RS10385,44.05005793999992,424
PN96_RS10390,22.313050040000004,198
PN96_RS10395,32.29273754,294
PN96_RS10400,61.237646039999994,554
PN96_RS10405,13.455444240000002,119
PN96_RS10410,13.25213944,117
PN96_RS10415,16.334798040000017,147
PN96_RS10420,18.419438940000013,161
PN96_RS10430,24.049378640000032,217
PN96_RS10435,26.223843140000014,226
PN96_RS10440,22.241408340000017,206
PN96_RS10445,88.13845874000026,826
PN96_RS10450,63.73547223999994,608
PN96_RS10455,30.597465840000016,264
PN96_RS10460,61.988200039999846,573
PN96_RS10465,12.642107640000003,107
PN96_RS10470,53.89535803999988,481
PN96_RS10475,47.22113653999993,419
PN96_RS10480,29.67874233999999,266
PN96_RS10485,33.501398640000005,296
PN96_RS10490,58.31207683999988,512
PN96_RS10495,21.94133794000001,195
PN96_RS10500,47.30059023999995,455
PN96_RS10505,30.908150740000007,280
PN96_RS10510,48.7796426399999,443
PN96_RS10515,45.836960939999955,422
PN96_RS10520,34.61034843999997,305
PN96_RS10525,46.55218593999997,418
PN96_RS10530,55.311632739999865,517
PN96_RS10535,33.50656694000001,301
PN96_RS10540,42.865503039999965,399
PN96_RS10545,46.80138793999991,437
PN96_RS10550,36.52338953999996,326
PN96_RS10555,21.091148840000013,197
PN96_RS10560,106.25185684000063,951
PN96_RS10565,38.18034363999997,339
PN96_RS10570,57.62464453999984,517
PN96_RS10575,51.55888793999997,488
PN96_RS10580,49.95419243999998,443
PN96_RS10585,8.55362904,74
PN96_RS10590,32.98615814,293
PN96_RS10595,55.80356703999986,498
PN96_RS10600,41.223537439999944,386
PN96_RS10605,22.146569539999987,204
PN96_RS10610,47.15667943999991,422
PN96_RS10615,40.63554783999997,372
PN96_RS10620,34.57094373999998,316
PN96_RS10625,42.15738863999995,375
PN96_RS10630,15.852014840000008,141
PN96_RS10635,46.464381639999985,432
PN96_RS10640,7.68861544,64
PN96_RS10645,12.314829240000005,112
PN96_RS10650,66.06576843999996,617
PN96_RS10655,19.67025174000001,171
PN96_RS10660,11.739260440000011,108
PN96_RS10665,13.610473940000002,127
PN96_RS10670,45.069325340000006,404
PN96_RS10675,17.991371040000015,168
PN96_RS10680,26.639550740000026,239
PN96_RS10685,29.153272639999987,267
PN96_RS10690,34.36814914000001,315
PN96_RS10695,66.81702483999989,618
PN96_RS10700,11.825899940000012,109
PN96_RS10705,43.01609343999997,377
PN96_RS10710,39.107372539999965,350
PN96_RS10715,41.56463403999997,382
PN96_RS10720,17.131577440000015,152
PN96_RS10725,47.97981843999997,436
PN96_RS10730,61.39052343999991,542
PN96_RS10735,33.594845340000006,301
PN96_RS10740,21.936799939999993,201
PN96_RS10745,26.374163539999998,247
PN96_RS10750,30.52831353999999,258
PN96_RS10755,26.573685740000002,232
PN96_RS10760,30.486658840000022,272
